poslist[key],positive,negative,sentiment,ambiguous,entity,negation,acceptance,anger,anticipation,disgust,fear,guilt,interest,joy,sadness,shame,surprise
barrow/NN man/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
base/NN over/IN apex/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bash/NN the/DT bishop/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basket/NN case/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basket/NN of/IN chips/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bastardly/NN gullion/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat/NN a/DT thousand/CD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat/NN an/DT eyelash/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat/NN an/DT eyelid/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat/NN for/IN both/DT sides/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat/NN for/IN the/DT other/JJ team/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batten/RB down/IN the/DT hatches/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batter/VB up/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
battle/NN cry/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bawdy/NN basket/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bawl/NN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayard/NNP of/IN ten/CD toes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB a/DT classic/JJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB all/DT ears/NNS,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
be/VB at/IN one/CD with/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB at/IN SBJ$ beck/NN and/CC call/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB glad/JJ to/TO see/VB the/DT back/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB had/VBD up/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB in/IN a/DT spot/NN of/IN bother/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB in/IN SBJ$ altitudes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB it/PRP just/RB me/PRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
be/VB left/VBN holding/VBG the/DT baby/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB mother/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB my/PRP$ guest/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB of/IN two/CD minds/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB on/IN about/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB on/IN the/DT edge/NN of/IN SBJ$ seat/NN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
be/VB still/RB my/PRP$ heart/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB taken/VBN ill/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB that/IN as/IN it/PRP may/MD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB the/DT Pope/NNP Catholic/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be/VB there/EX or/CC be/VB square/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be-all/JJ and/CC end-all/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear/NN a/DT hand/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear/VB in/IN a/DT barn/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear/VB in/IN mind/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bear/VB on/IN the/DT Fourth/NNP of/IN July/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear/VB SBJ$ teeth/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear/VB yesterday/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beat/NN Banaghan/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beat/VB a/DT dead/JJ horse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beat/VB around/IN the/DT bush/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beat/VB it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beat/VB SBJ to/TO the/DT punch/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beat/VB SBJ$ brains/NNS out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beat/VB the/DT crap/NN out/IN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beats/VBZ me/PRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
beauty/NN mark/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beauty/NN sleep/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beaver/RB away/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
because/IN you/PRP touch/VBP yourself/PRP at/IN night/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bed/NN of/IN roses/NNS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bee/NN in/IN SBJ$ bonnet/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee/NN 's/POS knees/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beef/NN to/TO the/DT hoof/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beef/NN up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beefed/VBN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"been/VBN there/RB ,/, done/VBN that/IN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
been/VBN to/TO the/DT rodeo/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer/NN and/CC skittles/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer/NN goggles/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before/IN you/PRP can/MD say/VB Jack/NNP Robinson/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beg/VB off/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beg/VB to/TO differ/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind/IN bars/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind/IN closed/JJ doors/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind/IN its/PRP$ time/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind/IN SBJ$ back/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind/IN the/DT bit/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind/IN the/DT counter/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind/IN the/DT scenes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bells/NNS and/CC whistles/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belly/NN up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
below/IN par/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
below/IN the/DT belt/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belt/NN and/CC suspenders/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bench/NN jockey/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bend/VB as/IN a/DT two/CD bob/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bend/VB on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bend/VB on/IN a/DT splice/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bend/VB over/IN backwards/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bend/VB SBJ$ ear/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bend/VB SBJ$ elbow/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bend/VB the/DT truth/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beside/IN SBJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beside/IN the/DT point/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
best/JJS bet/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
best/JJS laid/VBN plans/NNS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
best/JJS of/IN both/DT worlds/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
best/JJS of/IN luck/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
best/JJS of/IN the/DT bunch/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
best/JJS thing/NN since/IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bet/VB dollars/NNS to/TO donuts/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bet/VB the/DT farm/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
better/JJR safe/JJ than/IN sorry/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
better/RB late/RB than/IN never/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
between/IN a/DT rock/NN and/CC a/DT hard/JJ place/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
between/IN Scylla/NNP and/CC Charybdis/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
between/IN the/DT jigs/NNS and/CC the/DT reels/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betwixt/NN and/CC between/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beyond/IN SBJ$ pay/NN grade/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beyond/IN the/DT black/JJ stump/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beyond/IN the/DT pale/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ boys/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ break/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ bucks/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ cheese/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ daddy/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ enchilada/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ fat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ fish/NN in/IN a/DT small/JJ pond/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ gun/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ kahuna/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ mouth/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ picture/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ shot/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ sleep/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big/JJ wheel/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bigger/JJR fish/NN to/TO fry/VB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bird/NN in/IN the/DT bosom/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bird/NN of/IN SBJ$ own/JJ brain/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bird/NN 's-eye/JJ view/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birds/NNS and/CC bees/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birds/NNS of/IN a/DT feather/JJ flock/NN together/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birds/NNS of/IN a/DT feather/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birthday/NN suit/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bit/NN by/IN a/DT barn/NN mouse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bit/NN on/IN the/DT side/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/NN i/NN gresset/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/NN of/IN the/DT reality/NN sandwich/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/NN to/TO eat/VB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bite/VB me/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/VB off/RP more/RBR than/IN SBJ can/MD chew/VB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/VB SBJ$ head/NN off/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/VB SBJ$ tongue/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/VB the/DT bullet/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/VB the/DT dust/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite/VB the/DT hand/NN that/WDT feeds/VBZ you/PRP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bits/NNS and/CC bobs/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitter/JJ end/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitter/JJ pill/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black/JJ and/CC blue/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black/JJ babies/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black/JJ magic/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black/JJ sheep/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blame/NN Canada/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blanket/NN term/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaze/VB a/DT trail/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bleeding/VBG edge/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blessed/VBN event/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blessing/NN in/IN disguise/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blimp/NN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blind/JJ date/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
blind/JJ leading/VBG the/DT blind/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blind/NN as/IN a/DT bat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blink/NN of/IN an/DT eye/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
blood/NN is/VBZ thicker/JJR than/IN water/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blot/VB SBJ$ copy/NN book/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/NN this/DT for/IN a/DT game/NN of/IN soldiers/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB a/DT fuse/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB a/DT gasket/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB a/DT kiss/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB away/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB chunks/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB hot/JJ and/CC cold/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB it/PRP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB off/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB off/IN steam/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB out/IN of/IN proportion/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB over/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB SBJ away/RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB SBJ out/IN of/IN the/DT water/NN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB SBJ$ chances/NNS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB SBJ$ mind/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB SBJ$ top/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB smoke/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB the/DT whistle/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB this/DT pop/NN stand/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB this/DT popsicle/NN stand/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blow/VB up/RP in/IN SBJ$ face/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue/JJ devils/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue/JJ moon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue/JJ note/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue/JJ state/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue-eyed/JJ boy/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blurt/NN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boat/NN be/VB sink/VB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob/NNP 's/POS your/PRP$ uncle/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bog/JJ standard/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bogged/VBD down/RB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolt/NN bucket/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone/NN dry/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone/NN of/IN contention/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
booby/JJ prize/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boot/NN camp/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
booze/NN can/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle/NN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle/NN up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottle/NNP of/IN Dog/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottom/NN line/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bottom/NN of/IN the/DT line/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottom/NN of/IN the/DT ninth/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottoming/VBG the/DT house/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottoms/NNS up/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bounce/VB back/RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bounce/VB off/RP the/DT walls/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl/NN a/DT googly/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl/NN of/IN cherries/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl/NN over/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box/NN the/DT compass/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box-office/NN bomb/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boy/NN in/IN the/DT boat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boys/NNS and/CC their/PRP$ toys/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brace/NN of/IN shakes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bragging/NN rights/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brain/NN fart/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brain/NN surgeon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brain/NN surgery/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
branch/NN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brass/NN farthing/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brass/NN monkey/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brass/NN monkeys/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brass/NN ring/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bread/NN and/CC butter/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
break/NN in/IN the/DT case/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/NN rank/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB a/DT leg/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB a/DT sweat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB even/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB ground/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB into/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB new/JJ ground/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB SBJ$ duck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB SBJ$ heart/NN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
break/VB the/DT back/NN of/IN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB the/DT bank/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB the/DT buck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB the/DT ice/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break/VB wind/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
breakfast/NN of/IN champions/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breath/NN of/IN fresh/JJ air/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breathe/VB down/IN SBJ$ neck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breathe/VB easy/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brick/NN by/IN brick/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brick/NN wall/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bright/JJ line/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bright-eyed/JJ and/CC bushy-tailed/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bright-line/JJ rule/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB about/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB down/RP the/DT house/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB forward/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB home/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB home/NN the/DT bacon/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB it/PRP weak/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB owls/NNS to/TO Athens/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB round/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB SBJ$ arse/NN to/TO an/DT anchor/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB to/TO heel/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring/VB to/TO the/DT table/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broad/JJ across/IN the/DT beam/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broad/JJ church/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broad/JJ in/IN the/DT beam/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broad/JJ shoulders/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broken/VBN vessel/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown/JJ bag/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
brown/JJ bread/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
brown/JJ noser/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown/JJ power/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown/JJ thumb/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
